name,link,ingredient,steps,nutrition,image_url
White chocolate eggnog,https://www.taste.com.au/recipes/white-chocolate-eggnog/2f048985-f1b9-457a-ba43-d8e1e3039aad#coral_thread,"[{'quantity': '750', 'unit': 'ml', 'name': '(3 cups) milk'}, {'quantity': '4', 'unit': 'egg', 'name': 'yolks'}, {'quantity': '70', 'unit': 'g', 'name': '(1/3 cup) caster sugar'}, {'quantity': '100', 'unit': 'g', 'name': 'white chocolate, chopped'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'brandy (optional)'}, {'quantity': None, 'unit': 'Vanilla', 'name': 'Marshmallow Stars (see related recipe), to serve'}]","Heat milk in a saucepan over medium heat until simmering., Meanwhile, use a balloon whisk to whisk the egg yolks and sugar in a large bowl until pale and creamy. Slowly pour the hot milk into the egg mixture, whisking constantly until combined., Transfer to a clean saucepan. Reduce heat to low. Cook, stirring, for 10 minutes or until the mixture thickens slightly. Remove from heat. Add the chocolate. Stir until the chocolate melts and the mixture is smooth. Stir in the brandy, if desired., Divide among serving cups. Serve with marshmallow stars.","calories: 199, fat: 9g, carbs: 22g, protein: 5g, servings: 8",https://img.taste.com.au/lAPo5SXC/w720-h480-cfill-q80/taste/2016/11/white-chocolate-eggnog-75712-1.jpeg
Smoked trout fishcakes with pea &amp; watercress salad,https://www.taste.com.au/recipes/smoked-trout-fishcakes-pea-watercress-salad/8f1ee7aa-a9b8-47cc-b039-fad82aff8ce0#coral_thread,"[{'quantity': '800', 'unit': 'g', 'name': 'desiree potatoes, peeled, chopped'}, {'quantity': None, 'unit': 'Zest', 'name': 'and juice of 1 lemon'}, {'quantity': '1/4', 'unit': 'cup', 'name': 'chopped chives, plus extra to serve'}, {'quantity': '300', 'unit': 'g', 'name': 'smoked ocean trout, roughly chopped'}, {'quantity': '200', 'unit': 'g', 'name': 'creme fraiche'}, {'quantity': '2', 'unit': 'eggs', 'name': ', lightly beaten with 1 tbsp water'}, {'quantity': '1/2', 'unit': 'cup', 'name': '(50g) dried breadcrumbs'}, {'quantity': None, 'unit': 'Olive', 'name': 'oil, to shallow-fry, plus extra to drizzle'}, {'quantity': '1', 'unit': 'tsp', 'name': 'Dijon mustard'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'apple cider vinegar'}, {'quantity': '1', 'unit': 'cup', 'name': '(160g) fresh peas'}, {'quantity': '1', 'unit': 'bunch', 'name': 'watercress'}, {'quantity': None, 'unit': 'Extra', 'name': 'lemon wedges, to serve'}]","Place potatoes in a large saucepan of cold salted water. Bring to the boil, then reduce heat to medium-high and cook for 15-20 minutes until tender. Drain and return to the pan. Heat gently, stirring, for 30 seconds to remove any excess water. Cool slightly, then roughly mash., Add lemon zest, chives, ocean trout and 2 tbs creme fraiche, then stir to combine., Season well, then cover with plastic wrap and chill for 15 minutes., Form mixture into 12 balls and flatten slightly to form 3cm-thick patties. Coat with egg wash, then roll in breadcrumbs., Heat 2cm oil in a frypan over medium heat and, in batches, shallow-fry the fishcakes for 1 1/2 minutes each side or until crisp and golden. Drain on paper towel and keep warm., Meanwhile, whisk Dijon mustard, apple cider vinegar and remaining creme fraiche in a bowl, season and set aside. Combine peas and watercress in a bowl. Drizzle with lemon juice and olive oil, then season., Serve fishcakes with salad, creme fraiche dressing, lemon wedges and extra chives.","calories: 548, fat: 27.5g, carbs: 44.4g, protein: 31.8g, servings: 4",https://img.taste.com.au/m_T6TlXy/w720-h480-cfill-q80/taste/2016/11/smoked-trout-fishcakes-with-pea-watercress-salad-95732-1.jpeg
Salted caramel smoothie,https://www.taste.com.au/recipes/salted-caramel-smoothie/boK4cXkD#coral_thread,"[{'quantity': '2', 'unit': 'frozen', 'name': 'bananas, coarsely chopped'}, {'quantity': '8', 'unit': 'raw', 'name': 'cashews, coarsely chopped'}, {'quantity': '6', 'unit': 'fresh', 'name': 'dates, pitted, chopped'}, {'quantity': '2', 'unit': 'cups', 'name': '(500ml) So Good Unsweetened Almond Milk'}, {'quantity': None, 'unit': 'Pinch', 'name': 'of salt'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'Sanitarium Natural Crunchy Peanut Butter'}, {'quantity': '2', 'unit': 'cups', 'name': 'ice cubes'}, {'quantity': None, 'unit': 'Chopped', 'name': 'banana, extra, to serve (optional)'}, {'quantity': None, 'unit': 'Cashew', 'name': ', extra, to serve (optional)'}, {'quantity': None, 'unit': 'Date', 'name': ', extra, to serve (optional)'}]","Place banana, cashew, date, almond milk, salt, peanut butter and ice in a blender and blend until smooth., Divide between serving glasses. Decorate with extra banana, cashew and date, if desired.","calories: 470, fat: 14.2g, carbs: 87.0g, protein: 8.9g, servings: 2",https://img.taste.com.au/4MEg0AoK/w720-h480-cfill-q80/taste/2017/12/salted-caramel-smoothie-taste_1980x1320-133784-1.jpg
Chicken pad Thai,https://www.taste.com.au/recipes/chicken-pad-thai/e7b9fa7c-d055-4526-9122-723d354a0fb8#coral_thread,"[{'quantity': '250', 'unit': 'g', 'name': 'dried rice stick noodles'}, {'quantity': '1 1/2', 'unit': 'tbsp', 'name': 'rice bran oil'}, {'quantity': '350', 'unit': 'g', 'name': 'Coles RSPCA Approved Chicken Thigh Fillets, fat trimmed, thinly sliced'}, {'quantity': '1', 'unit': 'carrot', 'name': ', peeled, cut into matchsticks'}, {'quantity': '4', 'unit': 'shallots', 'name': ', cut into 3cm lengths'}, {'quantity': '150', 'unit': 'g', 'name': 'snow peas, trimmed, halved'}, {'quantity': '240', 'unit': 'g', 'name': 'jar pad Thai paste'}, {'quantity': '2', 'unit': 'eggs', 'name': ', lightly whisked'}, {'quantity': '65', 'unit': 'g', 'name': '(1 cup) bean sprouts, trimmed'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'fresh coriander leaves'}, {'quantity': '55', 'unit': 'g', 'name': '(1/3 cup) roasted unsalted peanuts'}]","Prepare the noodles250g dried rice stick noodles following packet directions. Drain., Heat 1 teaspoon of the oil1 1/2 tbsp rice bran oil in a wok over high heat until just smoking. Stir-fry half the chicken350g Chicken Thigh Fillets, fat trimmed, thinly sliced for 3 minutes or until cooked through. Transfer to a plate. Repeat with the remaining chicken., Heat remaining oil in the wok over medium heat. Stir-fry carrot1 carrot, peeled, cut into matchsticks and shallot4 shallots, cut into 3cm lengths for 1 minute. Add snow peas150g snow peas, trimmed, halved and pad Thai paste240g jar pad Thai paste. Stir-fry for 1 minute or until vegetables are tender crisp. Make a well in the centre. Add egg2 eggs, lightly whisked. Stir-fry for 1 minute or until egg is almost cooked. Add noodles and chicken. Stir-fry for 1 minute or until combined. Top with the bean sprouts65g (1 cup) bean sprouts, trimmed, coriander1/2 cup fresh coriander leaves and peanuts55g (1/3 cup) roasted unsalted peanuts.","calories: 677, fat: 21.5g, carbs: 90.5g, protein: 29.4g, servings: 4",https://img.taste.com.au/KQ-uZ5Tk/w720-h480-cfill-q80/taste/2016/11/chicken-pad-thai-94082-1.jpeg
Seafood salad,https://www.taste.com.au/recipes/seafood-salad-3/b4bbcbc8-16d1-4a69-80e1-5fe03aa23735#coral_thread,"[{'quantity': '3', 'unit': 'cups', 'name': 'mixed fresh herb leaves (mint, basil, parsley)'}, {'quantity': '1', 'unit': 'lime', 'name': ', rind finely grated'}, {'quantity': '1', 'unit': 'garlic', 'name': 'clove, crushed'}, {'quantity': '1', 'unit': 'kg', 'name': 'baby squid hoods, cleaned, scored, cut into 4cm pieces, tentacles reserved'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'extra virgin olive oil'}, {'quantity': '1', 'unit': 'celery', 'name': 'heart, thinly sliced, leaves reserved'}, {'quantity': '1', 'unit': 'small', 'name': 'red onion, thinly sliced'}, {'quantity': '500', 'unit': 'g', 'name': 'mixed baby tomatoes, halved if large'}, {'quantity': '4', 'unit': 'radishes', 'name': ', thinly sliced, plus extra, halved'}, {'quantity': '1.5', 'unit': 'kg', 'name': 'cooked prawns, peeled, deveined, tails intact'}]","Preheat oven to 180C/160C fan forced. Line a baking tray with baking paper., For the dressing, place the tomato, cut-side down, on prepared tray. Drizzle with 2 tsp oil. Season. Roast for 25 minutes or until tender. Transfer to a sieve set over a bowl. Use the back of a spoon to push through the sieve to extract juice. Discard solids. Combine the lime juice, vinegar, sugar, 1/3 cup tomato puree and remaining oil in a bowl. Season well. Reserve 1/4 cup of the dressing., Finely chop 2 /3 cup of the fresh herbs. Combine the chopped herbs, rind, garlic and reserved dressing in a bowl. Combine the squid and oil in a separate bowl. Season., Preheat a barbecue or chargrill on medium-high. Cook the squid, turning, for 2 minutes or until just cooked through. Add to the herb mixture. Toss to coat., Combine the celery, celery leaves, onion, tomato, radishes, prawns, squid mixture, remaining herbs and half the dressing in a bowl. Toss to combine. Transfer to a plate. Serve with remaining dressing on the side.","calories: 3029, fat: 121.1g, carbs: 100.4g, protein: 381.3g, servings: 8",https://img.taste.com.au/IPlAHPgC/w720-h480-cfill-q80/taste/2016/11/seafood-salad-106682-1.jpeg
Curried vegetable pilaf,https://www.taste.com.au/recipes/curried-vegetable-pilaf/a16e5d53-e8d7-4411-8ddc-7c97569c9379#coral_thread,"[{'quantity': '1', 'unit': 'tbsp', 'name': 'vegetable oil'}, {'quantity': '1', 'unit': 'brown', 'name': 'onion, thinly sliced'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'balti curry paste'}, {'quantity': '1 1/2', 'unit': 'cups', 'name': 'Basmati rice'}, {'quantity': '400', 'unit': 'ml', 'name': 'can coconut milk'}, {'quantity': '420', 'unit': 'g', 'name': 'packet stir-fry vegetable mix'}, {'quantity': '1', 'unit': 'bunch', 'name': 'fresh coriander, leaves picked'}]","Heat oil in a large saucepan over medium-high heat. Add onion. Cook, stirring occasionally, for 5 minutes or until lightly browned. Add curry paste. Cook for 1 minute or until fragrant., Stir in rice to coat. Add coconut milk and 1 cup cold water. Bring to the boil. Cover. Reduce heat to low. Cook for 15 minutes or until the liquid has been absorbed. Stir in vegetable mix. Set aside, covered, for 5 minutes to steam., Stir in half the coriander. Divide between serving bowls. Sprinkle with remaining coriander. Serve.","calories: 637, fat: 32.3g, carbs: 75.4g, protein: 10.1g, servings: 4",https://img.taste.com.au/W2rHqiq9/w720-h480-cfill-q80/taste/2016/11/curried-vegetable-pilaf-72826-1.jpeg
Korma pork burger,https://www.taste.com.au/recipes/korma-pork-burger/tnQuZnrN#coral_thread,"[{'quantity': '500', 'unit': 'g', 'name': 'Coles Australian Pork Mince'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'korma curry paste'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'Greek-style yoghurt'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '2', 'unit': 'Lebanese', 'name': 'cucumber, halved lengthways, seeded, thinly sliced'}, {'quantity': '4', 'unit': 'radishes', 'name': ', thinly sliced'}, {'quantity': '2', 'unit': 'spring', 'name': 'onion, thinly sliced'}, {'quantity': '1', 'unit': 'lemon', 'name': ', zested'}, {'quantity': '1', 'unit': 'tbsp', 'name': 'chopped mint'}, {'quantity': '2', 'unit': 'tbsp', 'name': 'Greek-style yoghurt, extra'}, {'quantity': '60', 'unit': 'g', 'name': 'pkt Coles Australian Baby Spinach'}, {'quantity': '4', 'unit': 'Coles', 'name': 'Brioche Buns, split, toasted'}]","Combine the mince, curry paste and yoghurt in a large bowl. Divide the mixture evenly into 4 portions and shape into patties., Heat the oil in a large frying pan over medium heat. Cook the patties for 4 mins each side or until browned and cooked through., Meanwhile, combine the cucumber, radish, spring onion, lemon zest, mint and extra yoghurt in a small bowl., Place bun bases on serving plates. Top with spinach, patties and cucumber mixture. Season. Top with bun tops to serve.","calories: 589, fat: 34.4g, carbs: 38.8g, protein: 31.4g, servings: 4",https://img.taste.com.au/uDbrB7ph/w720-h480-cfill-q80/taste/2017/09/korma-pork-burger-130044-2.jpg
Brekkie sandwich,https://www.taste.com.au/recipes/brekkie-sandwich/c44489f7-f3af-49c1-b7b2-3896e8c020f2#coral_thread,"[{'quantity': '1', 'unit': 'tbsp', 'name': 'olive oil'}, {'quantity': '40', 'unit': 'g', 'name': 'butter'}, {'quantity': '400', 'unit': 'g', 'name': 'button mushrooms, sliced'}, {'quantity': None, 'unit': 'Salt', 'name': '& freshly ground pepper'}, {'quantity': '4', 'unit': 'egg', 'name': 's'}, {'quantity': '400', 'unit': 'g', 'name': 'sliced leg ham'}, {'quantity': '8', 'unit': 'slices', 'name': 'thick white bread'}, {'quantity': '60', 'unit': 'g', 'name': 'baby spinach leaves'}]","Heat the oil and 30g of the butter in a large non-stick frying pan over medium-high heat. Add mushrooms and cook, stirring often, for 8-10 minutes or until soft and golden. Season well with salt and pepper. Transfer to a bowl. Cover with foil to keep warm., Heat remaining butter in the frying pan over medium-high heat. Crack eggs into pan and cook for 2-3 minutes or until bases are crisp and golden. Turn over and cook for a further 1 minute, if desired. Remove from the pan and keep warm. Add ham to pan and cook for 1-2 minutes each side or until light golden and warmed through., Meanwhile, toast bread. Butter one side of each slice of bread. Top 4 slices with the spinach leaves, mushrooms, ham and egg. Serve the second slice of toast off to the side. Serve immediately.","calories: 2257, fat: 140.9g, carbs: 130.3g, protein: 119.7g, servings: 4",https://img.taste.com.au/M_cj4Ufl/w720-h480-cfill-q80/taste/2016/11/brekkie-sandwich-23639-1.jpeg
Berry granola fro-yo bark,https://www.taste.com.au/recipes/berry-granola-fro-yo-bark/XAjfVUx5#coral_thread,"[{'quantity': '1/3', 'unit': 'cup', 'name': 'frozen mixed berries, thawed'}, {'quantity': '1 1/4', 'unit': 'cups', 'name': 'Tamar Valley Greek Style All Natural Yoghurt'}, {'quantity': '1/2', 'unit': 'cup', 'name': 'crispy oat clusters with strawberries'}, {'quantity': '1/2', 'unit': 'x', 'name': '10g packet freeze-dried strawberries'}]","Grease a 20cm x 30cm lamington pan. Line base and sides with baking paper, extending paper 2cm above edges of pan., Place berries in a small food processor. Process until puréed. Spread yoghurt thinly over base of prepared pan. Using a small teaspoon, dollop berry purée over yoghurt. Using a butter knife, swirl berry purée through yoghurt to create a marbled effect. Sprinkle with oat clusters., Crumble about 1 tablespoon dried strawberries into a bowl to form a fine powder. Sprinkle remaining dried strawberries over yoghurt mixture (break any large strawberries in half). Dust with strawberry powder. Freeze, uncovered, for 6 hours or overnight. Roughly break into pieces. Serve immediately.","calories: 93, fat: 4.8g, carbs: 7.5g, protein: 2.5g, servings: 8",https://img.taste.com.au/dXeoMl8y/w720-h480-cfill-q80/taste/2017/02/berry-granola-fro-yo-bark-120349-1.jpg
White chocolate panna cotta with rosewater syrup,https://www.taste.com.au/recipes/white-chocolate-panna-cotta-rosewater-syrup/2cc5b07f-4fc9-4183-aa43-cac963a95e15#coral_thread,"[{'quantity': '300', 'unit': 'ml', 'name': 'thick cream (48% milk fat)'}, {'quantity': '300', 'unit': 'ml', 'name': 'cream'}, {'quantity': '5', 'unit': 'tbsp', 'name': 'caster sugar'}, {'quantity': '1', 'unit': 'tsp', 'name': 'vanilla extract'}, {'quantity': '100', 'unit': 'g', 'name': 'good-quality white chocolate'}, {'quantity': '3', 'unit': 'sheets', 'name': 'leaf gelatine*'}, {'quantity': None, 'unit': 'Dried', 'name': 'rose petals, to decorate*'}]","Place the creams, sugar and vanilla in a saucepan over medium heat and stir until sugar dissolves. Add chocolate, turn off heat and stand for a few minutes until chocolate dissolves., Soak the gelatine in cold water for 5 minutes until soft. Drain and squeeze out excess water. Add to cream mixture and stir until well combined. Strain and set aside to cool slightly before pouring into moulds. Refrigerate for at least 4 hours., Meanwhile, to make the syrup, place sugar and 1/2 cup of water in a pan and bring to the boil, stirring constantly until sugar dissolves. Reduce heat to low, add the rosewater and simmer for 10 minutes until thickened slightly. Stir in food colouring and set aside to cool., Dip base of each mould very briefly in warm water and turn out onto serving plates. Drizzle with syrup and decorate with dried rose petals.","calories: 514, fat: 33.6g, carbs: 46.4g, protein: 3.1g, servings: 6",https://img.taste.com.au/tMVYlKBU/w720-h480-cfill-q80/taste/2016/11/white-chocolate-panna-cotta-with-rosewater-syrup-12460-1.jpeg
